"Velocity_field,_x_component","Velocity_field,_y_component","Pressure","Points:0","Points:1","Points:2"
0.1227,0.0097404,0.0317,7.306,0.67366,0
0.13992,0.01379,0.031712,7.3761,0.59869,0
0.046755,-0.00077359,0.043053,6.9373,0.071607,0
0.023794,-0.00024545,0.044058,6.9,0.034822,0
0.069548,-0.0014401,0.042231,6.9658,0.11313,0
0.15131,0.013646,0.032749,7.3732,0.48067,0
0.14869,0.0090935,0.034231,7.3015,0.39677,0
0.14421,0.0055663,0.035614,7.2369,0.34373,0
0.13341,0.0027634,0.036981,7.1865,0.28272,0
0.12454,0.00025779,0.038397,7.1244,0.24847,0
0.102,-0.0010039,0.039863,7.0618,0.18193,0
0.093941,-0.0023024,0.041285,6.9981,0.166,0
0.031366,0.0002065,0.030747,7.0364,0.91836,0
0.024967,-0.0024034,0.0272,6.8654,0.94701,0
0.026722,-0.0017949,0.028456,6.9016,0.93788,0
0.028939,-0.00036999,0.03018,6.9906,0.92522,0
0.028036,-0.0011018,0.02943,6.9439,0.93031,0
0.02137,-0.0048143,0.019465,6.7768,0.97659,0
0.032621,-0.009161,0.022768,6.7845,0.96109,0
0.042384,-0.007913,0.027634,6.8459,0.92207,0
0.044578,-0.011251,0.026742,6.8177,0.92899,0
0.046136,-0.015304,0.025676,6.7921,0.93909,0
-0.00010021,0.00010097,0.051995,5.5653,0.065148,0
-8.2362e-06,7.3291e-06,0.051993,5.5302,0.030218,0
-9.5395e-05,4.1104e-05,0.05198,5.594,0.030688,0
-3.7382e-05,9.5121e-05,0.052007,5.5306,0.092888,0
0.014059,-0.0028312,0.007176,6.7688,0.98769,0
0.029631,-0.012731,0.013364,6.7586,0.97965,0
0.05242,0.00014828,0.031101,7.0563,0.86835,0
0.088292,0.0025284,0.031749,7.15,0.77622,0
0.081716,-0.00066954,0.031707,7.0723,0.79668,0
0.12271,0.0045991,0.032523,7.1909,0.6697,0
0.14357,0.008605,0.033038,7.2621,0.57073,0
0.044995,-0.0011333,0.04464,6.8691,0.071623,0
0.022745,-0.00035448,0.045697,6.83,0.034933,0
0.04018,-0.0013008,0.046127,6.8049,0.06678,0
0.021334,-0.00046892,0.047321,6.76,0.035105,0
0.066547,-0.0021592,0.043632,6.9083,0.11071,0
0.095421,-0.0040562,0.042555,6.945,0.17448,0
0.1528,0.0060389,0.034579,7.2239,0.46647,0
0.14874,0.0017438,0.036406,7.1644,0.38202,0
0.14358,-0.0019204,0.038047,7.1004,0.33935,0
0.13032,-0.0036498,0.039614,7.0463,0.27499,0
0.11715,-0.0048809,0.041071,6.9924,0.23393,0
0.050295,-0.0012521,0.030772,7.0045,0.87618,0
0.042932,-0.0057442,0.028669,6.8795,0.91143,0
0.044655,-0.0042711,0.029388,6.9161,0.89978,0
0.046887,-0.0025007,0.030218,6.965,0.88756,0
0.040647,-0.017864,0.022968,6.7654,0.96264,0
0.046079,-0.030337,0.024853,6.7492,0.96787,0
0.038334,-0.037176,0.025499,6.74,0.98235,0
0.052124,-0.023586,0.026098,6.7715,0.94297,0
0.064128,-0.01512,0.029455,6.8511,0.88072,0
0.060023,-0.017136,0.02855,6.8267,0.89864,0
0.060786,-0.021907,0.028139,6.8009,0.91049,0
0.06622,-0.031961,0.028337,6.7753,0.91623,0
0.054113,-0.049885,0.02937,6.7349,0.9642,0
0.037171,-0.0017427,0.047696,6.7337,0.067101,0
0.019507,-0.00056941,0.048821,6.69,0.035327,0
0.03444,-0.0020918,0.0491,6.6612,0.069425,0
0.017418,-0.00062121,0.050103,6.62,0.03555,0
-0.00031477,0.00018769,0.052001,5.6195,0.074065,0
-0.00026579,4.2086e-05,0.052014,5.659,0.03124,0
-0.00013979,0.00025478,0.051985,5.5658,0.10944,0
-4.0343e-05,0.00024121,0.051975,5.5312,0.15718,0
0.047022,-0.061348,0.033619,6.7245,0.97625,0
0.028566,-0.052705,0.040892,6.7291,0.99325,0
0.07948,-0.0038906,0.03155,7.0133,0.80785,0
0.11947,-0.0021491,0.032943,7.0941,0.6853,0
0.11376,-0.0087202,0.033025,7.017,0.71285,0
0.14329,-0.00038375,0.03417,7.1319,0.57856,0
0.063095,-0.0031607,0.04523,6.8343,0.11089,0
0.059816,-0.0043215,0.046882,6.7592,0.114,0
0.091235,-0.0061769,0.044123,6.8728,0.17413,0
0.11776,-0.0099116,0.042644,6.9144,0.25214,0
0.15298,-0.0038891,0.036381,7.0939,0.46364,0
0.14764,-0.0095725,0.038867,7.0175,0.39022,0
0.13481,-0.010905,0.04097,6.9621,0.31592,0
0.072631,-0.0065865,0.031117,6.9598,0.83195,0
0.068674,-0.012764,0.030283,6.8843,0.86019,0
0.065231,-0.0079895,0.030307,6.9273,0.85536,0
0.083229,-0.023929,0.030885,6.847,0.84177,0
0.058184,-0.040221,0.027502,6.7473,0.95051,0
0.068402,-0.043883,0.028979,6.7527,0.92713,0
0.077861,-0.028434,0.030099,6.8124,0.8707,0
0.080174,-0.039377,0.030031,6.7795,0.88431,0
0.078713,-0.047652,0.030193,6.7578,0.9009,0
0.059954,-0.072807,0.033618,6.7155,0.95895,0
0.066965,-0.06687,0.031955,6.7228,0.94524,0
0.030209,-0.002323,0.050373,6.5861,0.070022,0
0.015175,-0.00066261,0.051197,6.55,0.035796,0
0.02685,-0.0026422,0.051395,6.5117,0.074101,0
0.012733,-0.0007049,0.052083,6.4801,0.035962,0
0.055088,-0.0049026,0.048252,6.6936,0.1142,0
0.049464,-0.0057046,0.049498,6.6231,0.11577,0
0.022117,-0.002579,0.052144,6.4436,0.07323,0
0.010267,-0.00067084,0.052704,6.4102,0.035969,0
0.017395,-0.0024236,0.052664,6.3725,0.07277,0
0.0078895,-0.00061434,0.053116,6.3405,0.035797,0
-0.00061828,-4.6904e-05,0.052292,5.81,0.060703,0
-0.00045774,-4.3533e-07,0.052251,5.7915,0.032304,0
-0.00036788,-5.0758e-05,0.052453,5.8588,0.032822,0
-0.00063794,5.8182e-05,0.052153,5.7439,0.059999,0
-0.00039948,2.6948e-05,0.052107,5.7249,0.031786,0
-0.00049172,0.00012116,0.052054,5.6792,0.060164,0
-0.00053043,0.00029653,0.05202,5.6607,0.10326,0
-0.00015291,0.00050799,0.05195,5.569,0.17477,0
-3.3288e-05,0.00039085,0.051905,5.5317,0.22245,0
-0.00035708,0.00045294,0.051979,5.6157,0.13624,0
0.05291,-0.080066,0.036132,6.707,0.97025,0
0.041008,-0.076247,0.038533,6.7098,0.98476,0
0.0027091,-0.024032,0.0596,6.7375,1.0188,0
0.024047,-0.067167,0.042952,6.7139,1.0024,0
0.011004,-0.045371,0.053296,6.728,1.0105,0
0.1001,-0.013354,0.032421,6.9557,0.76434,0
0.12141,-0.020254,0.033753,6.942,0.70076,0
0.1356,-0.010076,0.034298,7.0325,0.62584,0
0.13211,-0.018714,0.034869,6.9649,0.65256,0
0.14699,-0.0099368,0.035803,7.0407,0.55113,0
0.085854,-0.0084395,0.045718,6.7961,0.17578,0
0.076948,-0.0097334,0.047289,6.7253,0.16977,0
0.11361,-0.015465,0.044501,6.8284,0.26355,0
0.13162,-0.017492,0.042564,6.8855,0.32851,0
0.15007,-0.017388,0.038231,6.9711,0.47717,0
0.14349,-0.021081,0.04081,6.9102,0.40406,0
0.094667,-0.020463,0.03191,6.8912,0.79744,0
0.10096,-0.033316,0.032411,6.8384,0.80089,0
0.097774,-0.041334,0.032211,6.8029,0.82644,0
0.072842,-0.061374,0.030855,6.7313,0.92983,0
0.082733,-0.063057,0.031772,6.7351,0.90353,0
0.094137,-0.050999,0.032046,6.77,0.85336,0
0.090832,-0.060068,0.03233,6.7467,0.87528,0
0.077057,-0.082475,0.033895,6.7066,0.92602,0
0.061422,-0.09137,0.036793,6.694,0.95794,0
0.068703,-0.084198,0.034729,6.7035,0.94428,0
0.074988,-0.094514,0.035868,6.6896,0.93131,0
0.042307,-0.0059832,0.050716,6.5427,0.11614,0
0.034394,-0.0058601,0.0516,6.4675,0.11346,0
0.061171,-0.011884,0.049863,6.5797,0.17101,0
0.075793,-0.013147,0.048437,6.6538,0.19159,0
0.0087304,-0.0016778,0.053146,6.2232,0.069243,0
0.0039365,-0.00044656,0.053365,6.2014,0.035178,0
0.0057598,-0.0005276,0.053316,6.2708,0.035487,0
0.012738,-0.0020589,0.053008,6.2986,0.070878,0
0.030551,-0.0065319,0.052165,6.4034,0.1235,0
0.024012,-0.0060572,0.05259,6.3326,0.12364,0
0.0031769,-0.0009044,0.053037,6.0823,0.064162,0
0.0012878,-0.00025138,0.053108,6.0633,0.034244,0
0.0024198,-0.00035091,0.053304,6.1322,0.03471,0
0.0056942,-0.0013242,0.05317,6.1532,0.067998,0
-0.00030069,-0.00021768,0.052487,5.8777,0.061371,0
-6.9473e-05,-0.00010282,0.052666,5.9265,0.0333,0
0.0015099,-0.00065189,0.052889,6.0135,0.06366,0
0.00045479,-0.00017752,0.052917,5.9947,0.033772,0
0.00039106,-0.00039794,0.05267,5.9454,0.062119,0
-0.00018545,-0.00053073,0.052337,5.8488,0.11266,0
-0.00066087,-8.1339e-05,0.052181,5.7804,0.11174,0
-0.00071008,0.0001768,0.052096,5.718,0.10654,0
-0.00010035,0.00067152,0.051864,5.5611,0.23909,0
-2.7027e-05,0.00050518,0.051795,5.5322,0.28844,0
-0.00054546,0.00047035,0.051991,5.6698,0.15715,0
-0.00028575,0.00070223,0.051921,5.6095,0.19874,0
0.051571,-0.09238,0.038814,6.6916,0.97378,0
0.037239,-0.086989,0.04143,6.695,0.99324,0
0.026255,-0.082505,0.044294,6.6945,1.01,0
0.0046529,-0.039348,0.050038,6.725,1.0294,0
0.00081218,-0.018786,0.051497,6.7368,1.0403,0
0.013681,-0.060771,0.046843,6.7126,1.0191,0
0.11694,-0.027034,0.033736,6.8952,0.73044,0
0.1358,-0.034173,0.036024,6.8842,0.64821,0
0.14489,-0.023129,0.036888,6.9464,0.57461,0
0.10235,-0.019382,0.046511,6.7355,0.25907,0
0.12865,-0.027381,0.044122,6.8034,0.35781,0
0.14528,-0.032579,0.040579,6.8643,0.47938,0
0.11458,-0.038553,0.033752,6.84,0.75643,0
0.11218,-0.04924,0.033931,6.7984,0.78162,0
0.10743,-0.06001,0.033923,6.7628,0.81332,0
0.085001,-0.080081,0.033613,6.7114,0.90513,0
0.093451,-0.078537,0.03399,6.7164,0.87821,0
0.1023,-0.07451,0.034285,6.7274,0.8446,0
0.082662,-0.096117,0.035832,6.687,0.91254,0
0.060211,-0.1043,0.03918,6.674,0.96097,0
0.068853,-0.099904,0.037568,6.6818,0.94421,0
0.075799,-0.1042,0.037484,6.6736,0.92867,0
0.045304,-0.013002,0.051606,6.4385,0.17852,0
0.055177,-0.013936,0.050754,6.5031,0.18638,0
0.077533,-0.022583,0.049583,6.5757,0.24949,0
0.095559,-0.027486,0.047943,6.6439,0.29208,0
0.012092,-0.0042561,0.052949,6.1837,0.12064,0
0.017755,-0.0053266,0.052815,6.256,0.12417,0
0.026911,-0.010362,0.052543,6.2895,0.17226,0
0.038004,-0.013004,0.052033,6.369,0.18644,0
0.0045977,-0.0023846,0.052838,6.0473,0.11455,0
0.0077525,-0.0031413,0.052879,6.1127,0.11657,0
0.00073221,-0.0010487,0.052514,5.9135,0.11452,0
0.0021237,-0.0015168,0.052642,5.9774,0.10996,0
0.0001617,-0.0010287,0.052222,5.8311,0.16922,0
0.0010153,-0.0016217,0.052325,5.8825,0.16185,0
-7.5783e-05,0.00081709,0.051748,5.5603,0.30659,0
-2.1708e-05,0.00060216,0.051642,5.5327,0.355,0
-0.00047652,-5.4181e-05,0.052051,5.744,0.18205,0
-0.00019655,0.00088233,0.051815,5.6133,0.27094,0
-0.00035513,0.00057455,0.051905,5.6715,0.23048,0
-5.2343e-05,0.00093219,0.05159,5.5612,0.37325,0
-1.0783e-05,0.00066604,0.051451,5.5331,0.42201,0
0.013053,-0.0066911,0.052725,6.1424,0.16569,0
-1.9265e-05,0.00097647,0.051388,5.5614,0.44164,0
-7.4846e-06,0.00069661,0.051231,5.5335,0.48937,0
0.047987,-0.10181,0.040921,6.6758,0.98188,0
0.03741,-0.098458,0.042882,6.6762,0.99966,0
0.02912,-0.09416,0.04502,6.6766,1.015,0
0.018694,-0.078647,0.047058,6.6918,1.027,0
0.0028024,-0.035827,0.051862,6.7236,1.0506,0
0.00055007,-0.018366,0.053772,6.7357,1.0648,0
0.0080478,-0.055109,0.049728,6.7106,1.0389,0
0.12825,-0.043829,0.035669,6.8352,0.69814,0
0.13668,-0.04967,0.038153,6.8118,0.63461,0
0.1427,-0.042748,0.039389,6.8313,0.56096,0
0.11561,-0.036775,0.046268,6.6974,0.36722,0
0.1357,-0.043858,0.04298,6.7717,0.46995,0
0.12439,-0.05817,0.035928,6.7818,0.73006,0
0.11951,-0.067264,0.03609,6.7527,0.76171,0
0.11245,-0.07746,0.035832,6.7249,0.80055,0
0.090953,-0.09658,0.036155,6.6855,0.88854,0
0.099092,-0.094885,0.03646,6.6874,0.86008,0
0.10685,-0.092224,0.0369,6.6908,0.82637,0
0.056652,-0.11445,0.041136,6.653,0.96968,0
0.082508,-0.11199,0.03844,6.657,0.91005,0
0.069379,-0.1151,0.039808,6.6528,0.94252,0
0.056524,-0.023596,0.051303,6.4334,0.25581,0
0.072154,-0.029889,0.050304,6.4995,0.29192,0
0.095135,-0.041909,0.048728,6.5773,0.3648,0
0.020408,-0.010071,0.052647,6.2082,0.18833,0
0.034021,-0.019121,0.052362,6.2808,0.24931,0
0.048304,-0.028246,0.051794,6.3478,0.29847,0
0.0053699,-0.0040955,0.052597,6.0122,0.16581,0
0.0097627,-0.0066012,0.052634,6.0753,0.18767,0
0.0030675,-0.0032713,0.052408,5.9444,0.18181,0
0.00043246,-0.0014413,0.052089,5.8013,0.23102,0
0.002049,-0.0032832,0.052199,5.8773,0.23444,0
-0.00013621,0.00096454,0.051682,5.612,0.34228,0
8.1379e-05,-0.00045406,0.051884,5.7382,0.27165,0
-0.00011862,0.00055617,0.05177,5.6651,0.30849,0
-3.2329e-05,0.00095148,0.051493,5.6107,0.40975,0
0.017071,-0.012447,0.052558,6.1336,0.23925,0
-1.6936e-05,0.00099065,0.051164,5.5623,0.50924,0
-1.3411e-05,0.00072789,0.050984,5.5336,0.55701,0
7.0097e-06,0.00089007,0.051276,5.6073,0.47892,0
0.045199,-0.11117,0.042977,6.655,0.9922,0
0.035701,-0.1064,0.04476,6.6575,1.0111,0
0.025021,-0.095296,0.046756,6.6686,1.0299,0
0.013847,-0.075761,0.049052,6.6877,1.0464,0
0.0020855,-0.034591,0.052774,6.7209,1.0757,0
0.00053708,-0.017994,0.053913,6.7342,1.0927,0
0.0060262,-0.054204,0.051175,6.7052,1.0624,0
0.052825,-0.12076,0.043187,6.6347,0.9809,0
0.13131,-0.061386,0.038031,6.7707,0.68016,0
0.13557,-0.06008,0.040135,6.7594,0.61401,0
0.13238,-0.05991,0.042896,6.7227,0.54464,0
0.1172,-0.05599,0.046178,6.6499,0.46352,0
0.12573,-0.076236,0.038692,6.7222,0.71412,0
0.11923,-0.084817,0.038217,6.7027,0.75697,0
0.11295,-0.096882,0.038999,6.673,0.78691,0
0.093084,-0.1118,0.03866,6.6516,0.87462,0
0.10207,-0.10997,0.039218,6.6478,0.83644,0
0.08409,-0.12281,0.040523,6.6252,0.89813,0
0.062975,-0.12614,0.042352,6.6228,0.95774,0
0.074864,-0.12543,0.041445,6.6233,0.92607,0
0.063996,-0.039387,0.051162,6.4119,0.35373,0
0.080202,-0.04959,0.049976,6.4781,0.40249,0
0.095759,-0.067023,0.048595,6.5235,0.49055,0
0.027557,-0.021486,0.052383,6.1983,0.29688,0
0.041011,-0.033222,0.052086,6.2719,0.35349,0
0.052999,-0.043436,0.051585,6.3309,0.39692,0
0.0080063,-0.0078822,0.052468,6.0109,0.23959,0
0.01296,-0.012399,0.052413,6.0657,0.27217,0
0.0052632,-0.0068406,0.052321,5.9452,0.26798,0
0.0017023,-0.0034491,0.052029,5.8257,0.30069,0
0.0045258,-0.0068091,0.052021,5.9059,0.30898,0
8.1366e-05,3.9059e-05,0.051646,5.6763,0.38418,0
0.0007285,-0.0016893,0.05174,5.7557,0.35053,0
0.00018957,2.1454e-05,0.051406,5.6621,0.44641,0
0.020288,-0.021196,0.052329,6.1137,0.33914,0
-3.5805e-05,0.0010125,0.050901,5.5637,0.57804,0
-2.2832e-05,0.00078391,0.050699,5.5336,0.6249,0
-6.8316e-05,0.0010779,0.050598,5.5638,0.64599,0
-3.0978e-05,0.00087191,0.050365,5.5335,0.693,0
-7.4775e-06,0.00078598,0.051026,5.6062,0.54921,0
0.00030731,-0.00081491,0.051229,5.6762,0.50715,0
0.042751,-0.11806,0.044934,6.6342,1.0049,0
0.033177,-0.11144,0.046575,6.64,1.0273,0
0.021789,-0.096535,0.048482,6.6582,1.0491,0
0.0018401,-0.034438,0.053816,6.7176,1.1046,0
0.00046545,-0.018235,0.055155,6.7323,1.1245,0
0.011283,-0.074897,0.050622,6.6806,1.0702,0
0.0050171,-0.053732,0.052513,6.7,1.0888,0
0.051236,-0.12789,0.044862,6.6096,0.99052,0
0.059537,-0.13417,0.044846,6.5874,0.97001,0
0.12714,-0.079823,0.041818,6.6847,0.64819,0
0.11599,-0.077014,0.045598,6.6129,0.56664,0
0.11738,-0.097435,0.041094,6.6489,0.72901,0
0.10781,-0.10965,0.041007,6.6282,0.7877,0
0.090997,-0.12441,0.041338,6.6088,0.86658,0
0.097354,-0.12285,0.042486,6.5898,0.82295,0
0.079884,-0.13236,0.04294,6.5875,0.90248,0
0.069148,-0.13442,0.04382,6.5872,0.93953,0
0.0017225,-0.034329,0.055084,6.7141,1.1375,0
0.00048738,-0.018502,0.056353,6.7301,1.1606,0
0.099863,-0.08689,0.047413,6.5271,0.59299,0
0.068546,-0.061577,0.050786,6.389,0.47742,0
0.080286,-0.080416,0.049695,6.4331,0.56332,0
0.03173,-0.03486,0.052102,6.1866,0.40896,0
0.045932,-0.051222,0.051734,6.2644,0.47151,0
0.010564,-0.014318,0.052205,6.0017,0.34502,0
0.0043845,-0.0090664,0.05188,5.8789,0.39355,0
0.0010547,-0.0031556,0.051534,5.7503,0.4446,0
0.019881,-0.028913,0.052075,6.0801,0.43897,0
-0.00017784,0.0013983,0.049787,5.567,0.78901,0
-6.6892e-05,0.0012055,0.049497,5.5329,0.82972,0
-5.2104e-05,0.0010023,0.049975,5.5332,0.76128,0
-9.6362e-05,0.0011899,0.050235,5.563,0.71584,0
-6.3198e-05,0.00067617,0.050742,5.6071,0.61755,0
-0.00012925,0.00045124,0.050385,5.6148,0.68922,0
0.00028346,-0.0014047,0.050923,5.6744,0.58676,0
0.0013423,-0.0049214,0.051192,5.7492,0.53684,0
0.04211,-0.12469,0.046551,6.6092,1.0178,0
0.030975,-0.11441,0.048216,6.6232,1.0465,0
0.0192,-0.096743,0.050158,6.6471,1.0736,0
0.0045904,-0.053967,0.053804,6.6938,1.1198,0
0.010469,-0.076402,0.052105,6.6702,1.0971,0
0.05145,-0.13481,0.046668,6.5754,0.99993,0
0.062908,-0.13976,0.045903,6.5511,0.96088,0
0.10939,-0.10123,0.044685,6.5793,0.68096,0
0.10353,-0.11512,0.043553,6.5779,0.76121,0
0.091761,-0.1264,0.04493,6.5374,0.8067,0
0.084611,-0.13388,0.04446,6.5496,0.86452,0
0.072781,-0.13891,0.045159,6.5462,0.91944,0
0.0017882,-0.034771,0.056453,6.7095,1.1763,0
0.00052558,-0.018687,0.057734,6.7277,1.2018,0
0.0042654,-0.052681,0.055147,6.6896,1.1518,0
-0.00011261,0.00013096,0.062664,6.6856,1.9307,0
-8.3824e-06,0.00022944,0.062798,6.7196,1.9055,0
-7.9996e-05,7.6659e-05,0.062663,6.7192,1.9692,0
-0.00022359,1.3497e-05,0.062534,6.6554,1.9686,0
-0.00023877,0.0017428,0.049225,5.5689,0.86323,0
-8.043e-05,0.001448,0.048937,5.5322,0.89826,0
0.086781,-0.10236,0.048296,6.4609,0.66683,0
0.058181,-0.073192,0.051005,6.317,0.56895,0
0.070056,-0.092352,0.050015,6.3761,0.64314,0
0.029608,-0.044657,0.051925,6.147,0.51052,0
0.040649,-0.062642,0.051657,6.2123,0.57949,0
0.010922,-0.020285,0.051883,5.9731,0.45826,0
0.004483,-0.011744,0.051614,5.859,0.49066,0
0.017325,-0.033832,0.05183,6.0366,0.53401,0
-0.00040758,0.00067232,0.04953,5.6127,0.82653,0
-0.0002838,0.00050388,0.049985,5.6143,0.76078,0
8.0159e-05,-0.0021165,0.050626,5.6779,0.66263,0
6.2061e-06,-0.0023993,0.050195,5.6735,0.7318,0
0.001122,-0.0062302,0.050841,5.7424,0.62897,0
0.0038615,-0.012962,0.051246,5.833,0.57702,0
0.040022,-0.12747,0.048152,6.5888,1.0363,0
0.029361,-0.11634,0.049941,6.6042,1.0713,0
0.01878,-0.098963,0.051656,6.6308,1.1008,0
0.010185,-0.077175,0.05359,6.659,1.1302,0
0.047937,-0.13664,0.048445,6.5482,1.0244,0
0.057622,-0.14112,0.047635,6.5314,0.98499,0
0.065277,-0.1423,0.047287,6.504,0.94645,0
0.090718,-0.11885,0.046496,6.5002,0.75193,0
0.081021,-0.132,0.046807,6.4868,0.83472,0
0.072265,-0.13961,0.046979,6.4908,0.90004,0
0.0021201,-0.035776,0.057927,6.7029,1.2214,0
0.00060808,-0.018405,0.059134,6.7253,1.2486,0
0.0045676,-0.052809,0.056533,6.6818,1.1926,0
0.0098605,-0.075831,0.05515,6.65,1.1676,0
0.00026259,-6.9007e-05,0.062846,6.6829,1.8808,0
0.00014785,-2.8197e-05,0.063131,6.7188,1.8394,0
-2.738e-05,-0.00012334,0.062234,6.5905,1.9679,0
9.6839e-05,-0.0001993,0.062529,6.6402,1.9229,0
-0.00030386,0.0021612,0.048552,5.5665,0.93586,0
-9.7406e-05,0.0017434,0.048244,5.5312,0.96691,0
-0.00045196,0.0011919,0.048888,5.6055,0.90401,0
0.073736,-0.11081,0.049252,6.3995,0.72946,0
0.053565,-0.089361,0.050893,6.2831,0.68339,0
0.026829,-0.051391,0.051647,6.112,0.59955,0
0.036357,-0.070324,0.051457,6.1751,0.66604,0
0.0089098,-0.023979,0.051507,5.9295,0.57825,0
0.017062,-0.040494,0.05156,6.0236,0.62015,0
-0.00042016,-0.0024621,0.049317,5.6643,0.86829,0
-0.00024566,-0.003803,0.049877,5.6881,0.79733,0
0.0010288,-0.0094018,0.050469,5.7553,0.72149,0
0.0041676,-0.017277,0.051015,5.8446,0.65058,0
0.038216,-0.12891,0.049987,6.565,1.062,0
0.029694,-0.11892,0.051667,6.5784,1.1005,0
0.019015,-0.099961,0.053276,6.6131,1.1334,0
0.045053,-0.13634,0.050153,6.5227,1.0551,0
0.052048,-0.14106,0.049274,6.5071,1.0196,0
0.058999,-0.14299,0.048584,6.4891,0.98134,0
0.062495,-0.14191,0.048733,6.4474,0.95035,0
0.070793,-0.12428,0.048985,6.4038,0.80731,0
0.067891,-0.13491,0.048765,6.4198,0.88056,0
0.019923,-0.099554,0.05494,6.592,1.1783,0
0.002465,-0.03459,0.059406,6.6975,1.2738,0
0.00066194,-0.01752,0.060519,6.7229,1.3019,0
0.0058868,-0.055237,0.058126,6.667,1.2422,0
0.010647,-0.074792,0.056786,6.6375,1.2118,0
0.00076861,-0.0010074,0.063124,6.6851,1.8216,0
0.00031699,-0.00096128,0.063505,6.718,1.7722,0
0.0015118,-0.0014585,0.062816,6.6377,1.8547,0
0.00072154,-0.00055885,0.062177,6.572,1.9386,0
0.00065227,-0.00022511,0.06181,6.5246,1.9672,0
0.0017211,-0.0014158,0.062441,6.595,1.8896,0
0.0023664,-0.00089417,0.061838,6.5052,1.9373,0
0.0017569,-0.00035229,0.061355,6.4581,1.9667,0
-0.00033241,0.002652,0.047731,5.5633,1.0076,0
-0.0001098,0.0020769,0.047364,5.5298,1.0356,0
-0.00055315,0.0011966,0.048171,5.6103,0.97447,0
-0.00044056,-0.0024207,0.048664,5.66,0.93525,0
0.056513,-0.1091,0.050456,6.3039,0.78551,0
0.038696,-0.085196,0.051256,6.1868,0.75429,0
0.023433,-0.058729,0.051411,6.0748,0.70866,0
0.011556,-0.036215,0.051155,5.9566,0.69217,0
0.00048709,-0.010251,0.049419,5.7324,0.88028,0
0.002251,-0.017368,0.050081,5.7954,0.81525,0
0.0054241,-0.024943,0.050694,5.8664,0.73999,0
0.038316,-0.12994,0.051712,6.5323,1.0946,0
0.028901,-0.1169,0.053407,6.5583,1.1408,0
0.047754,-0.13911,0.051157,6.48,1.0686,0
0.055354,-0.14263,0.050097,6.4541,1.012,0
0.060242,-0.13713,0.049892,6.3865,0.93745,0
0.05709,-0.14061,0.050221,6.4043,0.99282,0
0.056986,-0.12654,0.050241,6.3261,0.89125,0
0.0012578,-0.0030478,0.063444,6.688,1.7536,0
0.00049434,-0.002555,0.063893,6.7173,1.7045,0
0.0017436,-0.0061311,0.063732,6.6884,1.6863,0
0.00065858,-0.0048102,0.064095,6.7171,1.6363,0
0.002577,-0.030989,0.060944,6.6937,1.3398,0
0.00073902,-0.015839,0.061845,6.7209,1.3626,0
0.0027396,-0.026445,0.062221,6.691,1.4072,0
0.00079225,-0.013318,0.062928,6.7194,1.4296,0
0.002187,-0.010218,0.063809,6.6891,1.6176,0
0.00075565,-0.0075021,0.064048,6.7175,1.5678,0
0.0026956,-0.020711,0.063103,6.6899,1.4783,0
0.00079453,-0.010352,0.063676,6.7184,1.4989,0
0.0025911,-0.015631,0.063629,6.688,1.5472,0
0.030204,-0.11263,0.055468,6.5325,1.1962,0
0.020354,-0.094372,0.056665,6.5809,1.2249,0
0.006268,-0.052211,0.05944,6.6604,1.2921,0
0.012254,-0.073469,0.058236,6.622,1.2617,0
0.0031608,-0.0042604,0.063075,6.6366,1.7884,0
0.0047315,-0.004159,0.062637,6.5807,1.8337,0
0.0035196,-0.0022146,0.062185,6.5426,1.8911,0
0.0075572,-0.0034686,0.061908,6.4722,1.8882,0
0.0048432,-0.0013665,0.061406,6.4383,1.9358,0
0.0033686,-0.00047835,0.060895,6.391,1.9663,0
-0.00033401,0.0031434,0.046697,5.5605,1.0773,0
-0.00010564,0.0024081,0.04626,5.5281,1.1026,0
-0.00053825,0.0014257,0.047259,5.6076,1.0463,0
-0.00020637,-0.0040994,0.047899,5.6674,1.0121,0
0.0012307,-0.013341,0.048729,5.738,0.95847,0
0.046071,-0.1078,0.051007,6.2334,0.85594,0
0.029263,-0.079317,0.051125,6.1064,0.82779,0
0.013737,-0.047725,0.050936,5.9739,0.78758,0
0.0044807,-0.027192,0.049604,5.8238,0.91632,0
0.0085318,-0.038491,0.050311,5.8993,0.85615,0
0.0060338,-0.030794,0.048945,5.8183,0.98835,0
0.04019,-0.12954,0.053546,6.4901,1.1378,0
0.048324,-0.13712,0.052658,6.4471,1.1028,0
0.053091,-0.14049,0.051635,6.4066,1.0582,0
0.05507,-0.13655,0.0511,6.3399,1.0027,0
0.048816,-0.12059,0.051238,6.246,0.94924,0
0.0041291,-0.0082175,0.063359,6.6463,1.7172,0
0.0054307,-0.014301,0.063463,6.6451,1.6475,0
0.0065652,-0.045314,0.060894,6.6564,1.3593,0
0.007859,-0.040093,0.062111,6.6445,1.431,0
0.0065534,-0.021246,0.063407,6.6448,1.5828,0
0.0075457,-0.031025,0.062919,6.6429,1.5045,0
0.040152,-0.1199,0.055832,6.4719,1.2156,0
0.025654,-0.096112,0.057922,6.5452,1.272,0
0.014281,-0.070751,0.059512,6.6048,1.3156,0
0.0086258,-0.010457,0.062968,6.5817,1.7498,0
0.010517,-0.0078181,0.062449,6.5145,1.8167,0
0.018743,-0.01042,0.061983,6.4262,1.8251,0
0.012724,-0.0047321,0.061443,6.402,1.8878,0
